Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index)
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),161
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),117
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),495
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),446
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),417
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1712
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),48
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),166
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),594
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),604
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),299
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1677
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),32
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),190
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),542
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),614
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),298
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1597
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),77
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),92
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),662
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),508
Bus - StL Bus Index,Destination,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),259
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1172
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),39
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),101
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),369
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),426
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),237
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1099
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),32
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),110
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),320
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),426
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),210
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1235
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),53
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),68
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),462
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),412
Bus - StL Bus Index,Destination,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),240
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1341
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),38
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),201
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),473
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),425
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),203
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1322
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),36
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),235
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),448
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),419
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),183
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1224
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),42
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),91
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),480
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),398
Bus - StL Bus Index,Destination,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),214
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),649
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),29
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),123
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),217
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),187
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),92
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),695
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),21
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),153
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),228
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),209
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),85
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),471
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),41
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),52
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),167
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),116
Bus - StL Bus Index,Destination,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),95
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1515
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),55
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),307
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),471
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),458
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),224
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1574
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),38
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),382
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),476
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),485
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),192
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1255
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),92
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),113
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),415
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),393
Bus - StL Bus Index,Destination,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),242
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2966
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),101
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),496
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),973
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),943
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),453
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3099
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),78
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),591
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),994
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1011
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),425
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2363
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),157
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),199
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),831
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),732
Bus - StL Bus Index,Destination,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),444
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1963
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),62
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),204
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),675
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),673
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),349
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1989
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),58
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),237
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),659
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),699
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),335
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1746
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),75
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),128
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),676
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),546
Bus - StL Bus Index,Destination,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),321
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),3427
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),149
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),635
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1119
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),967
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),558
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3647
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),105
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),783
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1172
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1060
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),527
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2683
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),250
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),263
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),907
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),692
Bus - StL Bus Index,Destination,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),572
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1662
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),88
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),414
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),474
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),444
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),242
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1792
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),65
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),548
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),493
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),472
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),214
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1186
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),121
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),127
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),381
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),313
Bus - StL Bus Index,Destination,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),243
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),16383
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),897
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),5451
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),4136
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),3690
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),2208
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),18042
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),744
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),7234
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),4421
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),3838
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),1804
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),10954
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1258
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1175
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),3138
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),2921
Bus - StL Bus Index,Destination,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2463
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2639
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),135
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),482
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),884
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),750
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),387
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2789
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),109
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),604
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),943
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),806
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),328
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1973
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),202
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),194
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),677
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),513
Bus - StL Bus Index,Destination,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),387
Bus - StL Bus Index,Destination,N/A,27053126202,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2320
Bus - StL Bus Index,Destination,N/A,27053126202,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),109
Bus - StL Bus Index,Destination,N/A,27053126202,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),441
Bus - StL Bus Index,Destination,N/A,27053126202,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),660
Bus - StL Bus Index,Destination,N/A,27053126202,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),656
Bus - StL Bus Index,Destination,N/A,27053126202,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),454
