Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index)
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3026
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),62
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),756
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1038
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),808
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),362
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1714
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),120
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),159
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),547
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),489
Bus - StL Bus Index,Destination,N/A,27053104802,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),399
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),3219
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),83
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),833
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1171
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),762
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),370
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3712
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),64
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),1123
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1333
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),856
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),335
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1897
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),124
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),178
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),684
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),557
Bus - StL Bus Index,Destination,N/A,27053104901,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),354
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1227
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),60
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),185
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),382
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),371
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),229
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1301
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),55
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),244
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),412
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),381
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),210
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),979
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),61
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),46
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),304
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),329
Bus - StL Bus Index,Destination,N/A,27053104902,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),239
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1531
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),53
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),353
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),485
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),427
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),214
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1713
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),33
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),458
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),571
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),458
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),193
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1087
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),96
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),120
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),332
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),328
Bus - StL Bus Index,Destination,N/A,27053105201,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),211
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2576
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),148
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),423
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),773
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),700
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),532
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2563
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),109
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),466
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),748
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),729
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),511
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2389
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),258
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),311
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),757
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),560
Bus - StL Bus Index,Destination,N/A,27053105204,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),504
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),3699
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),183
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),880
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1143
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),928
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),566
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),4054
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),151
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),1123
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1282
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),981
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),517
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2418
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),254
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),265
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),726
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),646
Bus - StL Bus Index,Destination,N/A,27053105400,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),528
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),915
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),39
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),160
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),246
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),310
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),160
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),950
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),38
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),202
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),240
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),333
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),137
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),784
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),54
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),54
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),254
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),253
Bus - StL Bus Index,Destination,N/A,27053105500,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),170
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1402
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),74
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),158
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),416
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),465
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),288
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1427
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),50
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),184
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),424
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),499
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),271
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1201
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),122
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),92
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),371
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),340
Bus - StL Bus Index,Destination,N/A,27053105600,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),276
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),981
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),39
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),103
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),301
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),335
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),203
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1020
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),25
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),123
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),323
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),360
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),189
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),836
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),76
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),56
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),250
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),257
Bus - StL Bus Index,Destination,N/A,27053105700,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),197
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1286
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),38
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),178
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),474
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),419
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),176
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1397
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),28
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),218
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),525
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),454
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),171
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),931
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),65
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),81
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),326
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),296
Bus - StL Bus Index,Destination,N/A,27053106000,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),164
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1436
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),43
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),203
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),488
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),473
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),229
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1460
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),33
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),230
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),506
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),492
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),200
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1212
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),67
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),110
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),408
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),379
Bus - StL Bus Index,Destination,N/A,27053106200,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),249
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),345
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),11
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),43
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),120
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),118
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),51
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),346
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),8
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),47
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),117
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),122
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),52
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),317
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),12
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),33
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),115
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),107
Bus - StL Bus Index,Destination,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),50
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1849
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),116
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),208
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),494
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),619
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),412
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1865
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),97
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),235
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),479
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),685
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),370
Bus - StL Bus Index,Destination,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1637
